sgRNA	Gene	T0_1	T0_2	Tend_1	Tend_2
TRIB2_2__CTNNB1_4	CTNNB1__TRIB2	67	80	116	181
TRIB2_2__ETF1_1	ETF1__TRIB2	39	37	17	35
TRIB2_2__ETF1_2	ETF1__TRIB2	55	62	53	63
TRIB2_2__ETF1_3	ETF1__TRIB2	17	16	38	39
TRIB2_2__ETF1_4	ETF1__TRIB2	44	60	107	139
TRIB2_2__EZH2_1	EZH2__TRIB2	46	42	65	72
TRIB2_2__EZH2_2	EZH2__TRIB2	74	63	86	128
TRIB2_2__EZH2_3	EZH2__TRIB2	80	68	124	144
TRIB2_2__EZH2_4	EZH2__TRIB2	52	45	78	102
TRIB2_2__HSP90B1_1	HSP90B1__TRIB2	76	58	120	131
TRIB2_2__HSP90B1_2	HSP90B1__TRIB2	87	72	81	126
TRIB2_2__HSP90B1_3	HSP90B1__TRIB2	41	32	66	85
TRIB2_2__HSP90B1_4	HSP90B1__TRIB2	21	26	53	48
TRIB2_2__IGF1R_1	IGF1R__TRIB2	70	64	82	116
TRIB2_2__IGF1R_2	IGF1R__TRIB2	64	68	134	142
TRIB2_2__IGF1R_3	IGF1R__TRIB2	172	190	243	284
TRIB2_2__IGF1R_4	IGF1R__TRIB2	27	29	32	41
TRIB2_2__MAPK13_1	MAPK13__TRIB2	170	206	321	382
TRIB2_2__MAPK13_2	MAPK13__TRIB2	60	79	88	134
TRIB2_2__MAPK13_3	MAPK13__TRIB2	88	74	150	216
TRIB2_2__MAPK13_4	MAPK13__TRIB2	56	54	106	110
TRIB2_2__TRIB2_1	TRIB2__TRIB2	50	69	80	128
TRIB2_2__TRIB2_2	TRIB2__TRIB2	46	38	62	93
TRIB2_2__TRIB2_3	TRIB2__TRIB2	86	79	180	256
TRIB2_2__TRIB2_4	TRIB2__TRIB2	64	53	93	121
TRIB2_2__ULK1_1	TRIB2__ULK1	29	27	42	39
TRIB2_2__ULK1_2	TRIB2__ULK1	46	58	70	107
TRIB2_2__ULK1_3	TRIB2__ULK1	44	45	58	75
TRIB2_2__ULK1_4	TRIB2__ULK1	65	71	113	130
TRIB2_2__WNT5A_1	TRIB2__WNT5A	84	84	126	137
TRIB2_2__WNT5A_2	TRIB2__WNT5A	85	78	149	201
TRIB2_2__WNT5A_3	TRIB2__WNT5A	52	55	91	127
TRIB2_2__WNT5A_4	TRIB2__WNT5A	78	70	131	158
TRIB2_3__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__TRIB2	33	29	47	69
TRIB2_3__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__TRIB2	84	88	141	176
TRIB2_3__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__TRIB2	107	96	147	205
TRIB2_3__0Safe_safe_GE_204550.1561	0Safe_safe_GE__TRIB2	55	55	97	105
TRIB2_3__0Safe_safe_GE_204550.1743	0Safe_safe_GE__TRIB2	38	29	67	91
TRIB2_3__0Safe_safe_GE_204550.1816	0Safe_safe_GE__TRIB2	22	27	55	45
TRIB2_3__0Safe_safe_MP_204550.1197	0Safe_safe_MP__TRIB2	35	34	78	95
TRIB2_3__0Safe_safe_MP_204550.1296	0Safe_safe_MP__TRIB2	26	17	40	38
TRIB2_3__0Safe_safe_MP_204550.1323	0Safe_safe_MP__TRIB2	98	104	162	196
TRIB2_3__0Safe_safe_U3_204550.6027	0Safe_safe_U3__TRIB2	16	18	28	34
TRIB2_3__CDK2_1	CDK2__TRIB2	97	89	97	120
TRIB2_3__CDK2_2	CDK2__TRIB2	71	65	98	120
TRIB2_3__CDK2_3	CDK2__TRIB2	71	54	96	131
TRIB2_3__CDK2_4	CDK2__TRIB2	143	132	173	240
TRIB2_3__CTNNB1_1	CTNNB1__TRIB2	57	46	72	85
TRIB2_3__CTNNB1_2	CTNNB1__TRIB2	52	43	83	91
TRIB2_3__CTNNB1_3	CTNNB1__TRIB2	56	52	77	140
TRIB2_3__CTNNB1_4	CTNNB1__TRIB2	77	79	123	168
TRIB2_3__ETF1_1	ETF1__TRIB2	55	48	35	54
TRIB2_3__ETF1_2	ETF1__TRIB2	70	75	60	64
TRIB2_3__ETF1_3	ETF1__TRIB2	23	20	39	38
TRIB2_3__ETF1_4	ETF1__TRIB2	70	49	95	153
TRIB2_3__EZH2_1	EZH2__TRIB2	57	47	74	108
TRIB2_3__EZH2_2	EZH2__TRIB2	73	82	142	176
TRIB2_3__EZH2_3	EZH2__TRIB2	99	86	144	150
TRIB2_3__EZH2_4	EZH2__TRIB2	56	62	101	138
TRIB2_3__HSP90B1_1	HSP90B1__TRIB2	88	88	128	155
TRIB2_3__HSP90B1_2	HSP90B1__TRIB2	103	86	134	137
TRIB2_3__HSP90B1_3	HSP90B1__TRIB2	45	38	72	86
TRIB2_3__HSP90B1_4	HSP90B1__TRIB2	36	26	50	65
TRIB2_3__IGF1R_1	IGF1R__TRIB2	74	68	83	116
TRIB2_3__IGF1R_2	IGF1R__TRIB2	89	72	132	167
TRIB2_3__IGF1R_3	IGF1R__TRIB2	215	205	226	301
TRIB2_3__IGF1R_4	IGF1R__TRIB2	40	28	30	56
TRIB2_3__MAPK13_1	MAPK13__TRIB2	253	240	356	420
TRIB2_3__MAPK13_2	MAPK13__TRIB2	84	58	91	120
TRIB2_3__MAPK13_3	MAPK13__TRIB2	127	118	217	240
TRIB2_3__MAPK13_4	MAPK13__TRIB2	66	70	100	108
TRIB2_3__TRIB2_1	TRIB2__TRIB2	68	67	116	127
TRIB2_3__TRIB2_2	TRIB2__TRIB2	46	50	65	109
TRIB2_3__TRIB2_3	TRIB2__TRIB2	108	124	214	244
TRIB2_3__TRIB2_4	TRIB2__TRIB2	77	90	127	157
TRIB2_3__ULK1_1	TRIB2__ULK1	34	40	76	75
TRIB2_3__ULK1_2	TRIB2__ULK1	70	71	92	98
TRIB2_3__ULK1_3	TRIB2__ULK1	49	44	67	74
TRIB2_3__ULK1_4	TRIB2__ULK1	87	116	143	222
TRIB2_3__WNT5A_1	TRIB2__WNT5A	110	87	134	172
TRIB2_3__WNT5A_2	TRIB2__WNT5A	128	106	177	248
TRIB2_3__WNT5A_3	TRIB2__WNT5A	50	65	109	151
TRIB2_3__WNT5A_4	TRIB2__WNT5A	85	79	139	169
TRIB2_4__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__TRIB2	32	37	37	68
TRIB2_4__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__TRIB2	84	77	112	124
TRIB2_4__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__TRIB2	98	106	146	203
TRIB2_4__0Safe_safe_GE_204550.1561	0Safe_safe_GE__TRIB2	53	52	70	77
TRIB2_4__0Safe_safe_GE_204550.1743	0Safe_safe_GE__TRIB2	53	40	69	68
TRIB2_4__0Safe_safe_GE_204550.1816	0Safe_safe_GE__TRIB2	27	18	38	36
TRIB2_4__0Safe_safe_MP_204550.1197	0Safe_safe_MP__TRIB2	40	30	51	53
TRIB2_4__0Safe_safe_MP_204550.1296	0Safe_safe_MP__TRIB2	23	26	37	35
TRIB2_4__0Safe_safe_MP_204550.1323	0Safe_safe_MP__TRIB2	76	80	115	156
TRIB2_4__0Safe_safe_U3_204550.6027	0Safe_safe_U3__TRIB2	14	10	20	30
TRIB2_4__CDK2_1	CDK2__TRIB2	93	107	80	105
TRIB2_4__CDK2_2	CDK2__TRIB2	71	71	76	106
TRIB2_4__CDK2_3	CDK2__TRIB2	70	63	93	104
TRIB2_4__CDK2_4	CDK2__TRIB2	130	124	144	175
TRIB2_4__CTNNB1_1	CTNNB1__TRIB2	52	46	66	88
TRIB2_4__CTNNB1_2	CTNNB1__TRIB2	54	40	70	89
TRIB2_4__CTNNB1_3	CTNNB1__TRIB2	50	30	68	90
TRIB2_4__CTNNB1_4	CTNNB1__TRIB2	95	77	117	114
TRIB2_4__ETF1_1	ETF1__TRIB2	61	55	28	32
TRIB2_4__ETF1_2	ETF1__TRIB2	87	74	31	67
TRIB2_4__ETF1_3	ETF1__TRIB2	26	18	26	41
TRIB2_4__ETF1_4	ETF1__TRIB2	61	47	66	92
TRIB2_4__EZH2_1	EZH2__TRIB2	61	47	85	103
TRIB2_4__EZH2_2	EZH2__TRIB2	59	77	115	143
TRIB2_4__EZH2_3	EZH2__TRIB2	79	107	113	134
TRIB2_4__EZH2_4	EZH2__TRIB2	58	45	60	102
TRIB2_4__HSP90B1_1	HSP90B1__TRIB2	79	85	121	112
TRIB2_4__HSP90B1_2	HSP90B1__TRIB2	86	86	88	130
TRIB2_4__HSP90B1_3	HSP90B1__TRIB2	51	49	69	80
TRIB2_4__HSP90B1_4	HSP90B1__TRIB2	26	22	52	61
TRIB2_4__IGF1R_1	IGF1R__TRIB2	62	79	88	98
TRIB2_4__IGF1R_2	IGF1R__TRIB2	63	67	97	126
TRIB2_4__IGF1R_3	IGF1R__TRIB2	232	179	227	294
TRIB2_4__IGF1R_4	IGF1R__TRIB2	32	22	32	36
TRIB2_4__MAPK13_1	MAPK13__TRIB2	216	225	299	389
TRIB2_4__MAPK13_2	MAPK13__TRIB2	77	62	89	107
TRIB2_4__MAPK13_3	MAPK13__TRIB2	117	110	163	211
TRIB2_4__MAPK13_4	MAPK13__TRIB2	56	55	74	71
TRIB2_4__TRIB2_1	TRIB2__TRIB2	84	69	117	135
TRIB2_4__TRIB2_2	TRIB2__TRIB2	48	46	74	73
TRIB2_4__TRIB2_3	TRIB2__TRIB2	125	136	187	253
TRIB2_4__TRIB2_4	TRIB2__TRIB2	75	81	115	146
TRIB2_4__ULK1_1	TRIB2__ULK1	43	45	53	65
TRIB2_4__ULK1_2	TRIB2__ULK1	46	54	70	90
TRIB2_4__ULK1_3	TRIB2__ULK1	51	46	43	59
TRIB2_4__ULK1_4	TRIB2__ULK1	95	86	142	162
TRIB2_4__WNT5A_1	TRIB2__WNT5A	102	110	116	180
TRIB2_4__WNT5A_2	TRIB2__WNT5A	122	107	151	150
TRIB2_4__WNT5A_3	TRIB2__WNT5A	70	86	105	141
TRIB2_4__WNT5A_4	TRIB2__WNT5A	80	83	114	154
ULK1_1__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__ULK1	42	40	48	65
ULK1_1__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__ULK1	99	97	117	178
ULK1_1__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__ULK1	146	141	175	221
ULK1_1__0Safe_safe_GE_204550.1561	0Safe_safe_GE__ULK1	63	52	87	96
ULK1_1__0Safe_safe_GE_204550.1743	0Safe_safe_GE__ULK1	51	54	67	86
ULK1_1__0Safe_safe_GE_204550.1816	0Safe_safe_GE__ULK1	30	31	59	50
ULK1_1__0Safe_safe_MP_204550.1197	0Safe_safe_MP__ULK1	46	39	71	66
ULK1_1__0Safe_safe_MP_204550.1296	0Safe_safe_MP__ULK1	31	29	47	51
ULK1_1__0Safe_safe_MP_204550.1323	0Safe_safe_MP__ULK1	121	123	208	276
ULK1_1__0Safe_safe_U3_204550.6027	0Safe_safe_U3__ULK1	24	33	42	52
ULK1_1__CDK2_1	CDK2__ULK1	111	124	102	146
ULK1_1__CDK2_2	CDK2__ULK1	80	108	122	111
ULK1_1__CDK2_3	CDK2__ULK1	98	88	124	132
ULK1_1__CDK2_4	CDK2__ULK1	167	194	229	252
ULK1_1__CTNNB1_1	CTNNB1__ULK1	50	66	97	110
ULK1_1__CTNNB1_2	CTNNB1__ULK1	49	54	80	110
ULK1_1__CTNNB1_3	CTNNB1__ULK1	67	73	105	128
ULK1_1__CTNNB1_4	CTNNB1__ULK1	104	100	137	205
ULK1_1__ETF1_1	ETF1__ULK1	82	68	36	49
ULK1_1__ETF1_2	ETF1__ULK1	94	116	89	85
ULK1_1__ETF1_3	ETF1__ULK1	27	43	51	56
ULK1_1__ETF1_4	ETF1__ULK1	58	76	121	136
ULK1_1__EZH2_1	EZH2__ULK1	73	58	96	97
ULK1_1__EZH2_2	EZH2__ULK1	104	119	159	160
ULK1_1__EZH2_3	EZH2__ULK1	114	109	145	173
ULK1_1__EZH2_4	EZH2__ULK1	77	68	108	163
ULK1_1__HSP90B1_1	HSP90B1__ULK1	124	135	153	193
ULK1_1__HSP90B1_2	HSP90B1__ULK1	139	126	141	180
ULK1_1__HSP90B1_3	HSP90B1__ULK1	60	62	83	102
ULK1_1__HSP90B1_4	HSP90B1__ULK1	29	38	53	78
ULK1_1__IGF1R_1	IGF1R__ULK1	71	78	91	127
ULK1_1__IGF1R_2	IGF1R__ULK1	114	110	156	168
ULK1_1__IGF1R_3	IGF1R__ULK1	270	264	281	328
ULK1_1__IGF1R_4	IGF1R__ULK1	51	33	33	33
ULK1_1__MAPK13_1	MAPK13__ULK1	299	301	392	545
ULK1_1__MAPK13_2	MAPK13__ULK1	97	97	113	155
ULK1_1__MAPK13_3	MAPK13__ULK1	142	148	195	254
ULK1_1__MAPK13_4	MAPK13__ULK1	73	64	87	131
ULK1_1__TRIB2_1	TRIB2__ULK1	80	78	145	199
ULK1_1__TRIB2_2	TRIB2__ULK1	70	66	81	98
ULK1_1__TRIB2_3	TRIB2__ULK1	156	174	230	285
ULK1_1__TRIB2_4	TRIB2__ULK1	93	99	149	194
ULK1_1__ULK1_1	ULK1__ULK1	45	41	59	70
ULK1_1__ULK1_2	ULK1__ULK1	83	70	109	128
ULK1_1__ULK1_3	ULK1__ULK1	63	53	78	99
ULK1_1__ULK1_4	ULK1__ULK1	111	140	169	220
ULK1_1__WNT5A_1	ULK1__WNT5A	111	131	172	212
ULK1_1__WNT5A_2	ULK1__WNT5A	146	135	213	284
ULK1_1__WNT5A_3	ULK1__WNT5A	96	85	137	154
ULK1_1__WNT5A_4	ULK1__WNT5A	91	92	155	190
ULK1_2__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__ULK1	54	35	59	81
ULK1_2__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__ULK1	102	101	132	172
ULK1_2__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__ULK1	137	133	212	218
ULK1_2__0Safe_safe_GE_204550.1561	0Safe_safe_GE__ULK1	68	75	104	125
ULK1_2__0Safe_safe_GE_204550.1743	0Safe_safe_GE__ULK1	40	55	62	109
ULK1_2__0Safe_safe_GE_204550.1816	0Safe_safe_GE__ULK1	22	30	43	48
ULK1_2__0Safe_safe_MP_204550.1197	0Safe_safe_MP__ULK1	43	45	46	65
ULK1_2__0Safe_safe_MP_204550.1296	0Safe_safe_MP__ULK1	32	31	60	38
ULK1_2__0Safe_safe_MP_204550.1323	0Safe_safe_MP__ULK1	109	116	176	236
ULK1_2__0Safe_safe_U3_204550.6027	0Safe_safe_U3__ULK1	23	26	31	51
ULK1_2__CDK2_1	CDK2__ULK1	129	123	104	117
ULK1_2__CDK2_2	CDK2__ULK1	78	118	108	132
ULK1_2__CDK2_3	CDK2__ULK1	99	92	123	143
ULK1_2__CDK2_4	CDK2__ULK1	203	179	219	295
ULK1_2__CTNNB1_1	CTNNB1__ULK1	51	59	110	113
ULK1_2__CTNNB1_2	CTNNB1__ULK1	71	60	87	97
ULK1_2__CTNNB1_3	CTNNB1__ULK1	69	57	114	139
ULK1_2__CTNNB1_4	CTNNB1__ULK1	90	118	164	218
ULK1_2__ETF1_1	ETF1__ULK1	79	79	40	53
ULK1_2__ETF1_2	ETF1__ULK1	110	109	83	103
ULK1_2__ETF1_3	ETF1__ULK1	46	38	56	89
ULK1_2__ETF1_4	ETF1__ULK1	81	68	118	128
ULK1_2__EZH2_1	EZH2__ULK1	58	63	101	115
ULK1_2__EZH2_2	EZH2__ULK1	115	105	186	204
ULK1_2__EZH2_3	EZH2__ULK1	122	114	176	199
ULK1_2__EZH2_4	EZH2__ULK1	84	78	127	154
ULK1_2__HSP90B1_1	HSP90B1__ULK1	116	120	165	179
ULK1_2__HSP90B1_2	HSP90B1__ULK1	130	117	128	181
ULK1_2__HSP90B1_3	HSP90B1__ULK1	40	61	91	110
ULK1_2__HSP90B1_4	HSP90B1__ULK1	34	34	45	50
ULK1_2__IGF1R_1	IGF1R__ULK1	79	101	104	124
ULK1_2__IGF1R_2	IGF1R__ULK1	98	92	154	176
ULK1_2__IGF1R_3	IGF1R__ULK1	278	310	315	379
ULK1_2__IGF1R_4	IGF1R__ULK1	45	50	44	46
ULK1_2__MAPK13_1	MAPK13__ULK1	307	315	442	507
ULK1_2__MAPK13_2	MAPK13__ULK1	93	78	134	140
ULK1_2__MAPK13_3	MAPK13__ULK1	157	130	228	288
ULK1_2__MAPK13_4	MAPK13__ULK1	68	70	118	165
ULK1_2__TRIB2_1	TRIB2__ULK1	99	76	150	173
ULK1_2__TRIB2_2	TRIB2__ULK1	63	83	98	104
ULK1_2__TRIB2_3	TRIB2__ULK1	127	155	225	284
ULK1_2__TRIB2_4	TRIB2__ULK1	100	81	135	162
ULK1_2__ULK1_1	ULK1__ULK1	39	62	87	74
ULK1_2__ULK1_2	ULK1__ULK1	97	100	128	144
ULK1_2__ULK1_3	ULK1__ULK1	64	61	59	83
ULK1_2__ULK1_4	ULK1__ULK1	132	107	190	203
ULK1_2__WNT5A_1	ULK1__WNT5A	145	146	192	257
ULK1_2__WNT5A_2	ULK1__WNT5A	153	135	200	297
ULK1_2__WNT5A_3	ULK1__WNT5A	78	81	129	123
ULK1_2__WNT5A_4	ULK1__WNT5A	96	110	141	192
ULK1_3__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__ULK1	19	29	33	44
ULK1_3__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__ULK1	72	75	80	96
ULK1_3__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__ULK1	110	94	138	200
ULK1_3__0Safe_safe_GE_204550.1561	0Safe_safe_GE__ULK1	42	42	60	74
ULK1_3__0Safe_safe_GE_204550.1743	0Safe_safe_GE__ULK1	51	40	60	65
ULK1_3__0Safe_safe_GE_204550.1816	0Safe_safe_GE__ULK1	16	23	26	53
ULK1_3__0Safe_safe_MP_204550.1197	0Safe_safe_MP__ULK1	36	27	44	54
ULK1_3__0Safe_safe_MP_204550.1296	0Safe_safe_MP__ULK1	24	25	38	52
ULK1_3__0Safe_safe_MP_204550.1323	0Safe_safe_MP__ULK1	91	89	104	149
ULK1_3__0Safe_safe_U3_204550.6027	0Safe_safe_U3__ULK1	18	14	22	22
ULK1_3__CDK2_1	CDK2__ULK1	99	93	86	94
ULK1_3__CDK2_2	CDK2__ULK1	73	57	82	103
ULK1_3__CDK2_3	CDK2__ULK1	66	60	88	87
ULK1_3__CDK2_4	CDK2__ULK1	142	136	155	193
ULK1_3__CTNNB1_1	CTNNB1__ULK1	26	40	64	78
ULK1_3__CTNNB1_2	CTNNB1__ULK1	40	41	54	66
ULK1_3__CTNNB1_3	CTNNB1__ULK1	54	43	81	102
ULK1_3__CTNNB1_4	CTNNB1__ULK1	62	65	90	134
ULK1_3__ETF1_1	ETF1__ULK1	50	54	20	38
ULK1_3__ETF1_2	ETF1__ULK1	87	72	40	46
ULK1_3__ETF1_3	ETF1__ULK1	23	32	27	35
ULK1_3__ETF1_4	ETF1__ULK1	60	61	82	118
ULK1_3__EZH2_1	EZH2__ULK1	53	60	65	73
ULK1_3__EZH2_2	EZH2__ULK1	61	95	96	119
ULK1_3__EZH2_3	EZH2__ULK1	97	103	140	131
ULK1_3__EZH2_4	EZH2__ULK1	66	52	79	79
ULK1_3__HSP90B1_1	HSP90B1__ULK1	105	103	110	109
ULK1_3__HSP90B1_2	HSP90B1__ULK1	94	100	89	133
ULK1_3__HSP90B1_3	HSP90B1__ULK1	40	53	54	70
ULK1_3__HSP90B1_4	HSP90B1__ULK1	22	31	56	43
ULK1_3__IGF1R_1	IGF1R__ULK1	69	48	55	82
ULK1_3__IGF1R_2	IGF1R__ULK1	71	60	103	120
ULK1_3__IGF1R_3	IGF1R__ULK1	189	225	192	243
ULK1_3__IGF1R_4	IGF1R__ULK1	32	34	35	26
ULK1_3__MAPK13_1	MAPK13__ULK1	226	231	279	347
ULK1_3__MAPK13_2	MAPK13__ULK1	61	75	74	115
ULK1_3__MAPK13_3	MAPK13__ULK1	116	90	151	195
ULK1_3__MAPK13_4	MAPK13__ULK1	52	60	67	81
ULK1_3__TRIB2_1	TRIB2__ULK1	64	58	92	108
ULK1_3__TRIB2_2	TRIB2__ULK1	43	52	71	76
ULK1_3__TRIB2_3	TRIB2__ULK1	139	115	180	238
ULK1_3__TRIB2_4	TRIB2__ULK1	64	68	83	110
ULK1_3__ULK1_1	ULK1__ULK1	41	44	36	57
ULK1_3__ULK1_2	ULK1__ULK1	38	64	65	85
ULK1_3__ULK1_3	ULK1__ULK1	45	53	57	75
ULK1_3__ULK1_4	ULK1__ULK1	77	96	120	136
ULK1_3__WNT5A_1	ULK1__WNT5A	95	103	130	156
ULK1_3__WNT5A_2	ULK1__WNT5A	99	78	145	176
ULK1_3__WNT5A_3	ULK1__WNT5A	56	62	65	93
ULK1_3__WNT5A_4	ULK1__WNT5A	76	87	102	143
ULK1_4__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__ULK1	27	20	29	28
ULK1_4__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__ULK1	54	80	80	95
ULK1_4__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__ULK1	77	94	125	122
ULK1_4__0Safe_safe_GE_204550.1561	0Safe_safe_GE__ULK1	34	33	48	55
ULK1_4__0Safe_safe_GE_204550.1743	0Safe_safe_GE__ULK1	25	36	58	75
ULK1_4__0Safe_safe_GE_204550.1816	0Safe_safe_GE__ULK1	17	28	20	24
ULK1_4__0Safe_safe_MP_204550.1197	0Safe_safe_MP__ULK1	24	15	42	46
ULK1_4__0Safe_safe_MP_204550.1296	0Safe_safe_MP__ULK1	15	20	24	41
ULK1_4__0Safe_safe_MP_204550.1323	0Safe_safe_MP__ULK1	78	61	124	121
ULK1_4__0Safe_safe_U3_204550.6027	0Safe_safe_U3__ULK1	4	12	19	13
ULK1_4__CDK2_1	CDK2__ULK1	63	72	57	65
ULK1_4__CDK2_2	CDK2__ULK1	49	51	61	81
ULK1_4__CDK2_3	CDK2__ULK1	60	60	78	99
ULK1_4__CDK2_4	CDK2__ULK1	98	105	129	136
ULK1_4__CTNNB1_1	CTNNB1__ULK1	39	31	63	77
ULK1_4__CTNNB1_2	CTNNB1__ULK1	29	41	51	54
ULK1_4__CTNNB1_3	CTNNB1__ULK1	35	29	64	60
ULK1_4__CTNNB1_4	CTNNB1__ULK1	59	48	98	133
ULK1_4__ETF1_1	ETF1__ULK1	42	40	16	28
ULK1_4__ETF1_2	ETF1__ULK1	51	68	37	46
ULK1_4__ETF1_3	ETF1__ULK1	23	13	21	30
ULK1_4__ETF1_4	ETF1__ULK1	45	49	78	75
ULK1_4__EZH2_1	EZH2__ULK1	47	45	46	68
ULK1_4__EZH2_2	EZH2__ULK1	56	53	67	95
ULK1_4__EZH2_3	EZH2__ULK1	59	79	99	132
ULK1_4__EZH2_4	EZH2__ULK1	44	32	48	80
ULK1_4__HSP90B1_1	HSP90B1__ULK1	62	60	74	112
ULK1_4__HSP90B1_2	HSP90B1__ULK1	80	81	84	112
ULK1_4__HSP90B1_3	HSP90B1__ULK1	24	27	52	51
ULK1_4__HSP90B1_4	HSP90B1__ULK1	14	16	22	29
ULK1_4__IGF1R_1	IGF1R__ULK1	44	58	48	83
ULK1_4__IGF1R_2	IGF1R__ULK1	42	53	68	88
ULK1_4__IGF1R_3	IGF1R__ULK1	150	166	186	213
ULK1_4__IGF1R_4	IGF1R__ULK1	21	15	31	25
ULK1_4__MAPK13_1	MAPK13__ULK1	186	173	256	316
ULK1_4__MAPK13_2	MAPK13__ULK1	69	63	74	70
ULK1_4__MAPK13_3	MAPK13__ULK1	71	83	131	144
ULK1_4__MAPK13_4	MAPK13__ULK1	47	56	61	85
ULK1_4__TRIB2_1	TRIB2__ULK1	39	59	77	78
ULK1_4__TRIB2_2	TRIB2__ULK1	27	43	57	70
ULK1_4__TRIB2_3	TRIB2__ULK1	70	99	147	159
ULK1_4__TRIB2_4	TRIB2__ULK1	48	42	93	79
ULK1_4__ULK1_1	ULK1__ULK1	26	29	27	33
ULK1_4__ULK1_2	ULK1__ULK1	45	41	43	32
ULK1_4__ULK1_3	ULK1__ULK1	42	38	41	67
ULK1_4__ULK1_4	ULK1__ULK1	83	75	114	125
ULK1_4__WNT5A_1	ULK1__WNT5A	94	79	104	148
ULK1_4__WNT5A_2	ULK1__WNT5A	75	69	117	109
ULK1_4__WNT5A_3	ULK1__WNT5A	51	39	62	81
ULK1_4__WNT5A_4	ULK1__WNT5A	64	66	94	111
WNT5A_1__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__WNT5A	77	73	102	138
WNT5A_1__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__WNT5A	160	176	227	280
WNT5A_1__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__WNT5A	245	226	299	390
WNT5A_1__0Safe_safe_GE_204550.1561	0Safe_safe_GE__WNT5A	112	105	150	180
WNT5A_1__0Safe_safe_GE_204550.1743	0Safe_safe_GE__WNT5A	91	80	106	126
WNT5A_1__0Safe_safe_GE_204550.1816	0Safe_safe_GE__WNT5A	51	48	91	71
WNT5A_1__0Safe_safe_MP_204550.1197	0Safe_safe_MP__WNT5A	94	65	94	91
WNT5A_1__0Safe_safe_MP_204550.1296	0Safe_safe_MP__WNT5A	42	38	89	56
WNT5A_1__0Safe_safe_MP_204550.1323	0Safe_safe_MP__WNT5A	187	192	262	372
WNT5A_1__0Safe_safe_U3_204550.6027	0Safe_safe_U3__WNT5A	44	44	51	68
WNT5A_1__CDK2_1	CDK2__WNT5A	211	204	195	184
WNT5A_1__CDK2_2	CDK2__WNT5A	146	140	163	177
WNT5A_1__CDK2_3	CDK2__WNT5A	150	140	159	215
WNT5A_1__CDK2_4	CDK2__WNT5A	300	314	357	404
WNT5A_1__CTNNB1_1	CTNNB1__WNT5A	109	89	164	157
WNT5A_1__CTNNB1_2	CTNNB1__WNT5A	85	85	131	152
WNT5A_1__CTNNB1_3	CTNNB1__WNT5A	123	96	166	168
WNT5A_1__CTNNB1_4	CTNNB1__WNT5A	154	173	261	317
WNT5A_1__ETF1_1	ETF1__WNT5A	126	159	63	87
WNT5A_1__ETF1_2	ETF1__WNT5A	169	167	101	125
WNT5A_1__ETF1_3	ETF1__WNT5A	55	52	67	84
WNT5A_1__ETF1_4	ETF1__WNT5A	109	110	192	227
WNT5A_1__EZH2_1	EZH2__WNT5A	100	122	156	187
WNT5A_1__EZH2_2	EZH2__WNT5A	152	167	205	267
WNT5A_1__EZH2_3	EZH2__WNT5A	160	225	284	279
WNT5A_1__EZH2_4	EZH2__WNT5A	118	131	185	241
WNT5A_1__HSP90B1_1	HSP90B1__WNT5A	196	175	218	289
WNT5A_1__HSP90B1_2	HSP90B1__WNT5A	217	192	208	251
WNT5A_1__HSP90B1_3	HSP90B1__WNT5A	114	117	152	175
WNT5A_1__HSP90B1_4	HSP90B1__WNT5A	57	59	88	88
WNT5A_1__IGF1R_1	IGF1R__WNT5A	160	139	169	172
WNT5A_1__IGF1R_2	IGF1R__WNT5A	163	132	229	294
WNT5A_1__IGF1R_3	IGF1R__WNT5A	455	460	443	567
WNT5A_1__IGF1R_4	IGF1R__WNT5A	56	77	72	87
WNT5A_1__MAPK13_1	MAPK13__WNT5A	497	461	613	779
WNT5A_1__MAPK13_2	MAPK13__WNT5A	138	142	163	215
WNT5A_1__MAPK13_3	MAPK13__WNT5A	272	233	333	442
WNT5A_1__MAPK13_4	MAPK13__WNT5A	138	126	160	177
WNT5A_1__TRIB2_1	TRIB2__WNT5A	134	130	225	258
