construct_id	T0_1	T0_2	Tend_1	Tend_2
TRIB2_2__MAPK13_1	170	206	321	382
TRIB2_2__MAPK13_2	60	79	88	134
TRIB2_2__MAPK13_3	88	74	150	216
TRIB2_2__MAPK13_4	56	54	106	110
TRIB2_2__TRIB2_1	50	69	80	128
TRIB2_2__TRIB2_2	46	38	62	93
TRIB2_2__TRIB2_3	86	79	180	256
TRIB2_2__TRIB2_4	64	53	93	121
TRIB2_2__ULK1_1	29	27	42	39
TRIB2_2__ULK1_2	46	58	70	107
TRIB2_2__ULK1_3	44	45	58	75
TRIB2_2__ULK1_4	65	71	113	130
TRIB2_2__WNT5A_1	84	84	126	137
TRIB2_2__WNT5A_2	85	78	149	201
TRIB2_2__WNT5A_3	52	55	91	127
TRIB2_2__WNT5A_4	78	70	131	158
TRIB2_3__0Safe_safe_ACOC_204550.4522	33	29	47	69
TRIB2_3__0Safe_safe_ACOC_204550.4525	84	88	141	176
TRIB2_3__0Safe_safe_ACOC_204550.4590	107	96	147	205
TRIB2_3__0Safe_safe_GE_204550.1561	55	55	97	105
TRIB2_3__0Safe_safe_GE_204550.1743	38	29	67	91
TRIB2_3__0Safe_safe_GE_204550.1816	22	27	55	45
TRIB2_3__0Safe_safe_MP_204550.1197	35	34	78	95
TRIB2_3__0Safe_safe_MP_204550.1296	26	17	40	38
TRIB2_3__0Safe_safe_MP_204550.1323	98	104	162	196
TRIB2_3__0Safe_safe_U3_204550.6027	16	18	28	34
TRIB2_3__CDK2_1	97	89	97	120
TRIB2_3__CDK2_2	71	65	98	120
TRIB2_3__CDK2_3	71	54	96	131
TRIB2_3__CDK2_4	143	132	173	240
TRIB2_3__CTNNB1_1	57	46	72	85
TRIB2_3__CTNNB1_2	52	43	83	91
TRIB2_3__CTNNB1_3	56	52	77	140
TRIB2_3__CTNNB1_4	77	79	123	168
TRIB2_3__ETF1_1	55	48	35	54
TRIB2_3__ETF1_2	70	75	60	64
TRIB2_3__ETF1_3	23	20	39	38
TRIB2_3__ETF1_4	70	49	95	153
TRIB2_3__EZH2_1	57	47	74	108
TRIB2_3__EZH2_2	73	82	142	176
TRIB2_3__EZH2_3	99	86	144	150
TRIB2_3__EZH2_4	56	62	101	138
TRIB2_3__HSP90B1_1	88	88	128	155
TRIB2_3__HSP90B1_2	103	86	134	137
TRIB2_3__HSP90B1_3	45	38	72	86
TRIB2_3__HSP90B1_4	36	26	50	65
TRIB2_3__IGF1R_1	74	68	83	116
TRIB2_3__IGF1R_2	89	72	132	167
TRIB2_3__IGF1R_3	215	205	226	301
TRIB2_3__IGF1R_4	40	28	30	56
TRIB2_3__MAPK13_1	253	240	356	420
TRIB2_3__MAPK13_2	84	58	91	120
TRIB2_3__MAPK13_3	127	118	217	240
TRIB2_3__MAPK13_4	66	70	100	108
TRIB2_3__TRIB2_1	68	67	116	127
TRIB2_3__TRIB2_2	46	50	65	109
TRIB2_3__TRIB2_3	108	124	214	244
TRIB2_3__TRIB2_4	77	90	127	157
TRIB2_3__ULK1_1	34	40	76	75
TRIB2_3__ULK1_2	70	71	92	98
TRIB2_3__ULK1_3	49	44	67	74
TRIB2_3__ULK1_4	87	116	143	222
TRIB2_3__WNT5A_1	110	87	134	172
TRIB2_3__WNT5A_2	128	106	177	248
TRIB2_3__WNT5A_3	50	65	109	151
TRIB2_3__WNT5A_4	85	79	139	169
TRIB2_4__0Safe_safe_ACOC_204550.4522	32	37	37	68
TRIB2_4__0Safe_safe_ACOC_204550.4525	84	77	112	124
TRIB2_4__0Safe_safe_ACOC_204550.4590	98	106	146	203
TRIB2_4__0Safe_safe_GE_204550.1561	53	52	70	77
TRIB2_4__0Safe_safe_GE_204550.1743	53	40	69	68
TRIB2_4__0Safe_safe_GE_204550.1816	27	18	38	36
TRIB2_4__0Safe_safe_MP_204550.1197	40	30	51	53
TRIB2_4__0Safe_safe_MP_204550.1296	23	26	37	35
TRIB2_4__0Safe_safe_MP_204550.1323	76	80	115	156
TRIB2_4__0Safe_safe_U3_204550.6027	14	10	20	30
TRIB2_4__CDK2_1	93	107	80	105
TRIB2_4__CDK2_2	71	71	76	106
TRIB2_4__CDK2_3	70	63	93	104
TRIB2_4__CDK2_4	130	124	144	175
TRIB2_4__CTNNB1_1	52	46	66	88
TRIB2_4__CTNNB1_2	54	40	70	89
TRIB2_4__CTNNB1_3	50	30	68	90
TRIB2_4__CTNNB1_4	95	77	117	114
TRIB2_4__ETF1_1	61	55	28	32
TRIB2_4__ETF1_2	87	74	31	67
TRIB2_4__ETF1_3	26	18	26	41
TRIB2_4__ETF1_4	61	47	66	92
TRIB2_4__EZH2_1	61	47	85	103
TRIB2_4__EZH2_2	59	77	115	143
TRIB2_4__EZH2_3	79	107	113	134
TRIB2_4__EZH2_4	58	45	60	102
TRIB2_4__HSP90B1_1	79	85	121	112
TRIB2_4__HSP90B1_2	86	86	88	130
TRIB2_4__HSP90B1_3	51	49	69	80
TRIB2_4__HSP90B1_4	26	22	52	61
TRIB2_4__IGF1R_1	62	79	88	98
TRIB2_4__IGF1R_2	63	67	97	126
TRIB2_4__IGF1R_3	232	179	227	294
TRIB2_4__IGF1R_4	32	22	32	36
TRIB2_4__MAPK13_1	216	225	299	389
TRIB2_4__MAPK13_2	77	62	89	107
TRIB2_4__MAPK13_3	117	110	163	211
TRIB2_4__MAPK13_4	56	55	74	71
TRIB2_4__TRIB2_1	84	69	117	135
TRIB2_4__TRIB2_2	48	46	74	73
TRIB2_4__TRIB2_3	125	136	187	253
TRIB2_4__TRIB2_4	75	81	115	146
TRIB2_4__ULK1_1	43	45	53	65
TRIB2_4__ULK1_2	46	54	70	90
TRIB2_4__ULK1_3	51	46	43	59
TRIB2_4__ULK1_4	95	86	142	162
TRIB2_4__WNT5A_1	102	110	116	180
TRIB2_4__WNT5A_2	122	107	151	150
TRIB2_4__WNT5A_3	70	86	105	141
TRIB2_4__WNT5A_4	80	83	114	154
ULK1_1__0Safe_safe_ACOC_204550.4522	42	40	48	65
ULK1_1__0Safe_safe_ACOC_204550.4525	99	97	117	178
ULK1_1__0Safe_safe_ACOC_204550.4590	146	141	175	221
ULK1_1__0Safe_safe_GE_204550.1561	63	52	87	96
ULK1_1__0Safe_safe_GE_204550.1743	51	54	67	86
ULK1_1__0Safe_safe_GE_204550.1816	30	31	59	50
ULK1_1__0Safe_safe_MP_204550.1197	46	39	71	66
ULK1_1__0Safe_safe_MP_204550.1296	31	29	47	51
ULK1_1__0Safe_safe_MP_204550.1323	121	123	208	276
ULK1_1__0Safe_safe_U3_204550.6027	24	33	42	52
ULK1_1__CDK2_1	111	124	102	146
ULK1_1__CDK2_2	80	108	122	111
ULK1_1__CDK2_3	98	88	124	132
ULK1_1__CDK2_4	167	194	229	252
ULK1_1__CTNNB1_1	50	66	97	110
ULK1_1__CTNNB1_2	49	54	80	110
ULK1_1__CTNNB1_3	67	73	105	128
ULK1_1__CTNNB1_4	104	100	137	205
ULK1_1__ETF1_1	82	68	36	49
ULK1_1__ETF1_2	94	116	89	85
ULK1_1__ETF1_3	27	43	51	56
ULK1_1__ETF1_4	58	76	121	136
ULK1_1__EZH2_1	73	58	96	97
ULK1_1__EZH2_2	104	119	159	160
ULK1_1__EZH2_3	114	109	145	173
ULK1_1__EZH2_4	77	68	108	163
ULK1_1__HSP90B1_1	124	135	153	193
ULK1_1__HSP90B1_2	139	126	141	180
ULK1_1__HSP90B1_3	60	62	83	102
ULK1_1__HSP90B1_4	29	38	53	78
ULK1_1__IGF1R_1	71	78	91	127
ULK1_1__IGF1R_2	114	110	156	168
ULK1_1__IGF1R_3	270	264	281	328
ULK1_1__IGF1R_4	51	33	33	33
ULK1_1__MAPK13_1	299	301	392	545
ULK1_1__MAPK13_2	97	97	113	155
ULK1_1__MAPK13_3	142	148	195	254
ULK1_1__MAPK13_4	73	64	87	131
ULK1_1__TRIB2_1	80	78	145	199
ULK1_1__TRIB2_2	70	66	81	98
ULK1_1__TRIB2_3	156	174	230	285
ULK1_1__TRIB2_4	93	99	149	194
ULK1_1__ULK1_1	45	41	59	70
ULK1_1__ULK1_2	83	70	109	128
ULK1_1__ULK1_3	63	53	78	99
ULK1_1__ULK1_4	111	140	169	220
ULK1_1__WNT5A_1	111	131	172	212
ULK1_1__WNT5A_2	146	135	213	284
ULK1_1__WNT5A_3	96	85	137	154
ULK1_1__WNT5A_4	91	92	155	190
ULK1_2__0Safe_safe_ACOC_204550.4522	54	35	59	81
ULK1_2__0Safe_safe_ACOC_204550.4525	102	101	132	172
ULK1_2__0Safe_safe_ACOC_204550.4590	137	133	212	218
ULK1_2__0Safe_safe_GE_204550.1561	68	75	104	125
ULK1_2__0Safe_safe_GE_204550.1743	40	55	62	109
ULK1_2__0Safe_safe_GE_204550.1816	22	30	43	48
ULK1_2__0Safe_safe_MP_204550.1197	43	45	46	65
ULK1_2__0Safe_safe_MP_204550.1296	32	31	60	38
ULK1_2__0Safe_safe_MP_204550.1323	109	116	176	236
ULK1_2__0Safe_safe_U3_204550.6027	23	26	31	51
ULK1_2__CDK2_1	129	123	104	117
ULK1_2__CDK2_2	78	118	108	132
ULK1_2__CDK2_3	99	92	123	143
ULK1_2__CDK2_4	203	179	219	295
ULK1_2__CTNNB1_1	51	59	110	113
ULK1_2__CTNNB1_2	71	60	87	97
ULK1_2__CTNNB1_3	69	57	114	139
ULK1_2__CTNNB1_4	90	118	164	218
ULK1_2__ETF1_1	79	79	40	53
ULK1_2__ETF1_2	110	109	83	103
ULK1_2__ETF1_3	46	38	56	89
ULK1_2__ETF1_4	81	68	118	128
ULK1_2__EZH2_1	58	63	101	115
ULK1_2__EZH2_2	115	105	186	204
ULK1_2__EZH2_3	122	114	176	199
ULK1_2__EZH2_4	84	78	127	154
ULK1_2__HSP90B1_1	116	120	165	179
ULK1_2__HSP90B1_2	130	117	128	181
ULK1_2__HSP90B1_3	40	61	91	110
ULK1_2__HSP90B1_4	34	34	45	50
ULK1_2__IGF1R_1	79	101	104	124
ULK1_2__IGF1R_2	98	92	154	176
ULK1_2__IGF1R_3	278	310	315	379
ULK1_2__IGF1R_4	45	50	44	46
ULK1_2__MAPK13_1	307	315	442	507
ULK1_2__MAPK13_2	93	78	134	140
ULK1_2__MAPK13_3	157	130	228	288
ULK1_2__MAPK13_4	68	70	118	165
ULK1_2__TRIB2_1	99	76	150	173
ULK1_2__TRIB2_2	63	83	98	104
ULK1_2__TRIB2_3	127	155	225	284
ULK1_2__TRIB2_4	100	81	135	162
ULK1_2__ULK1_1	39	62	87	74
ULK1_2__ULK1_2	97	100	128	144
ULK1_2__ULK1_3	64	61	59	83
ULK1_2__ULK1_4	132	107	190	203
ULK1_2__WNT5A_1	145	146	192	257
ULK1_2__WNT5A_2	153	135	200	297
ULK1_2__WNT5A_3	78	81	129	123
ULK1_2__WNT5A_4	96	110	141	192
ULK1_3__0Safe_safe_ACOC_204550.4522	19	29	33	44
ULK1_3__0Safe_safe_ACOC_204550.4525	72	75	80	96
ULK1_3__0Safe_safe_ACOC_204550.4590	110	94	138	200
ULK1_3__0Safe_safe_GE_204550.1561	42	42	60	74
ULK1_3__0Safe_safe_GE_204550.1743	51	40	60	65
ULK1_3__0Safe_safe_GE_204550.1816	16	23	26	53
ULK1_3__0Safe_safe_MP_204550.1197	36	27	44	54
ULK1_3__0Safe_safe_MP_204550.1296	24	25	38	52
ULK1_3__0Safe_safe_MP_204550.1323	91	89	104	149
ULK1_3__0Safe_safe_U3_204550.6027	18	14	22	22
ULK1_3__CDK2_1	99	93	86	94
ULK1_3__CDK2_2	73	57	82	103
ULK1_3__CDK2_3	66	60	88	87
ULK1_3__CDK2_4	142	136	155	193
ULK1_3__CTNNB1_1	26	40	64	78
ULK1_3__CTNNB1_2	40	41	54	66
ULK1_3__CTNNB1_3	54	43	81	102
ULK1_3__CTNNB1_4	62	65	90	134
ULK1_3__ETF1_1	50	54	20	38
ULK1_3__ETF1_2	87	72	40	46
ULK1_3__ETF1_3	23	32	27	35
ULK1_3__ETF1_4	60	61	82	118
ULK1_3__EZH2_1	53	60	65	73
ULK1_3__EZH2_2	61	95	96	119
ULK1_3__EZH2_3	97	103	140	131
ULK1_3__EZH2_4	66	52	79	79
ULK1_3__HSP90B1_1	105	103	110	109
ULK1_3__HSP90B1_2	94	100	89	133
ULK1_3__HSP90B1_3	40	53	54	70
ULK1_3__HSP90B1_4	22	31	56	43
ULK1_3__IGF1R_1	69	48	55	82
ULK1_3__IGF1R_2	71	60	103	120
ULK1_3__IGF1R_3	189	225	192	243
ULK1_3__IGF1R_4	32	34	35	26
ULK1_3__MAPK13_1	226	231	279	347
ULK1_3__MAPK13_2	61	75	74	115
ULK1_3__MAPK13_3	116	90	151	195
ULK1_3__MAPK13_4	52	60	67	81
ULK1_3__TRIB2_1	64	58	92	108
ULK1_3__TRIB2_2	43	52	71	76
ULK1_3__TRIB2_3	139	115	180	238
ULK1_3__TRIB2_4	64	68	83	110
ULK1_3__ULK1_1	41	44	36	57
ULK1_3__ULK1_2	38	64	65	85
ULK1_3__ULK1_3	45	53	57	75
ULK1_3__ULK1_4	77	96	120	136
ULK1_3__WNT5A_1	95	103	130	156
ULK1_3__WNT5A_2	99	78	145	176
ULK1_3__WNT5A_3	56	62	65	93
ULK1_3__WNT5A_4	76	87	102	143
ULK1_4__0Safe_safe_ACOC_204550.4522	27	20	29	28
ULK1_4__0Safe_safe_ACOC_204550.4525	54	80	80	95
ULK1_4__0Safe_safe_ACOC_204550.4590	77	94	125	122
ULK1_4__0Safe_safe_GE_204550.1561	34	33	48	55
ULK1_4__0Safe_safe_GE_204550.1743	25	36	58	75
ULK1_4__0Safe_safe_GE_204550.1816	17	28	20	24
ULK1_4__0Safe_safe_MP_204550.1197	24	15	42	46
ULK1_4__0Safe_safe_MP_204550.1296	15	20	24	41
ULK1_4__0Safe_safe_MP_204550.1323	78	61	124	121
ULK1_4__0Safe_safe_U3_204550.6027	4	12	19	13
ULK1_4__CDK2_1	63	72	57	65
ULK1_4__CDK2_2	49	51	61	81
ULK1_4__CDK2_3	60	60	78	99
ULK1_4__CDK2_4	98	105	129	136
ULK1_4__CTNNB1_1	39	31	63	77
ULK1_4__CTNNB1_2	29	41	51	54
ULK1_4__CTNNB1_3	35	29	64	60
ULK1_4__CTNNB1_4	59	48	98	133
ULK1_4__ETF1_1	42	40	16	28
ULK1_4__ETF1_2	51	68	37	46
ULK1_4__ETF1_3	23	13	21	30
ULK1_4__ETF1_4	45	49	78	75
ULK1_4__EZH2_1	47	45	46	68
ULK1_4__EZH2_2	56	53	67	95
ULK1_4__EZH2_3	59	79	99	132
ULK1_4__EZH2_4	44	32	48	80
ULK1_4__HSP90B1_1	62	60	74	112
ULK1_4__HSP90B1_2	80	81	84	112
ULK1_4__HSP90B1_3	24	27	52	51
ULK1_4__HSP90B1_4	14	16	22	29
ULK1_4__IGF1R_1	44	58	48	83
ULK1_4__IGF1R_2	42	53	68	88
ULK1_4__IGF1R_3	150	166	186	213
ULK1_4__IGF1R_4	21	15	31	25
ULK1_4__MAPK13_1	186	173	256	316
ULK1_4__MAPK13_2	69	63	74	70
ULK1_4__MAPK13_3	71	83	131	144
ULK1_4__MAPK13_4	47	56	61	85
ULK1_4__TRIB2_1	39	59	77	78
ULK1_4__TRIB2_2	27	43	57	70
ULK1_4__TRIB2_3	70	99	147	159
ULK1_4__TRIB2_4	48	42	93	79
ULK1_4__ULK1_1	26	29	27	33
ULK1_4__ULK1_2	45	41	43	32
ULK1_4__ULK1_3	42	38	41	67
ULK1_4__ULK1_4	83	75	114	125
ULK1_4__WNT5A_1	94	79	104	148
ULK1_4__WNT5A_2	75	69	117	109
ULK1_4__WNT5A_3	51	39	62	81
ULK1_4__WNT5A_4	64	66	94	111
WNT5A_1__0Safe_safe_ACOC_204550.4522	77	73	102	138
WNT5A_1__0Safe_safe_ACOC_204550.4525	160	176	227	280
WNT5A_1__0Safe_safe_ACOC_204550.4590	245	226	299	390
WNT5A_1__0Safe_safe_GE_204550.1561	112	105	150	180
WNT5A_1__0Safe_safe_GE_204550.1743	91	80	106	126
WNT5A_1__0Safe_safe_GE_204550.1816	51	48	91	71
WNT5A_1__0Safe_safe_MP_204550.1197	94	65	94	91
WNT5A_1__0Safe_safe_MP_204550.1296	42	38	89	56
WNT5A_1__0Safe_safe_MP_204550.1323	187	192	262	372
WNT5A_1__0Safe_safe_U3_204550.6027	44	44	51	68
WNT5A_1__CDK2_1	211	204	195	184
WNT5A_1__CDK2_2	146	140	163	177
WNT5A_1__CDK2_3	150	140	159	215
WNT5A_1__CDK2_4	300	314	357	404
WNT5A_1__CTNNB1_1	109	89	164	157
WNT5A_1__CTNNB1_2	85	85	131	152
WNT5A_1__CTNNB1_3	123	96	166	168
WNT5A_1__CTNNB1_4	154	173	261	317
WNT5A_1__ETF1_1	126	159	63	87
WNT5A_1__ETF1_2	169	167	101	125
WNT5A_1__ETF1_3	55	52	67	84
WNT5A_1__ETF1_4	109	110	192	227
WNT5A_1__EZH2_1	100	122	156	187
WNT5A_1__EZH2_2	152	167	205	267
WNT5A_1__EZH2_3	160	225	284	279
WNT5A_1__EZH2_4	118	131	185	241
WNT5A_1__HSP90B1_1	196	175	218	289
WNT5A_1__HSP90B1_2	217	192	208	251
WNT5A_1__HSP90B1_3	114	117	152	175
WNT5A_1__HSP90B1_4	57	59	88	88
WNT5A_1__IGF1R_1	160	139	169	172
WNT5A_1__IGF1R_2	163	132	229	294
WNT5A_1__IGF1R_3	455	460	443	567
WNT5A_1__IGF1R_4	56	77	72	87
WNT5A_1__MAPK13_1	497	461	613	779
WNT5A_1__MAPK13_2	138	142	163	215
WNT5A_1__MAPK13_3	272	233	333	442
WNT5A_1__MAPK13_4	138	126	160	177
WNT5A_1__TRIB2_1	134	130	225	258
WNT5A_1__TRIB2_2	106	131	182	200
WNT5A_1__TRIB2_3	217	267	346	441
WNT5A_1__TRIB2_4	148	168	221	304
WNT5A_1__ULK1_1	80	94	99	127
WNT5A_1__ULK1_2	133	132	184	204
WNT5A_1__ULK1_3	107	140	132	163
WNT5A_1__ULK1_4	185	204	257	304
WNT5A_1__WNT5A_1	241	226	277	373
WNT5A_1__WNT5A_2	223	220	305	379
WNT5A_1__WNT5A_3	128	157	194	241
WNT5A_1__WNT5A_4	162	162	238	286
WNT5A_2__0Safe_safe_ACOC_204550.4522	35	54	83	78
WNT5A_2__0Safe_safe_ACOC_204550.4525	153	108	200	244
WNT5A_2__0Safe_safe_ACOC_204550.4590	183	180	305	360
WNT5A_2__0Safe_safe_GE_204550.1561	89	82	129	149
WNT5A_2__0Safe_safe_GE_204550.1743	72	75	128	151
WNT5A_2__0Safe_safe_GE_204550.1816	41	36	73	74
WNT5A_2__0Safe_safe_MP_204550.1197	71	47	111	93
WNT5A_2__0Safe_safe_MP_204550.1296	42	33	65	65
WNT5A_2__0Safe_safe_MP_204550.1323	127	140	259	317
WNT5A_2__0Safe_safe_U3_204550.6027	33	27	49	62
WNT5A_2__CDK2_1	197	162	176	231
WNT5A_2__CDK2_2	120	110	156	155
WNT5A_2__CDK2_3	101	128	134	191
WNT5A_2__CDK2_4	240	191	334	355
WNT5A_2__CTNNB1_1	84	74	160	174
WNT5A_2__CTNNB1_2	70	56	150	159
WNT5A_2__CTNNB1_3	84	77	134	148
WNT5A_2__CTNNB1_4	149	130	192	265
WNT5A_2__ETF1_1	71	99	39	71
WNT5A_2__ETF1_2	136	121	93	136
WNT5A_2__ETF1_3	41	36	77	96
WNT5A_2__ETF1_4	102	85	157	223
WNT5A_2__EZH2_1	81	92	141	128
WNT5A_2__EZH2_2	118	133	217	236
WNT5A_2__EZH2_3	163	149	278	339
WNT5A_2__EZH2_4	85	82	153	214
WNT5A_2__HSP90B1_1	148	128	221	268
WNT5A_2__HSP90B1_2	167	141	206	217
WNT5A_2__HSP90B1_3	91	73	121	146
WNT5A_2__HSP90B1_4	43	39	67	100
WNT5A_2__IGF1R_1	118	125	166	172
WNT5A_2__IGF1R_2	139	116	204	221
WNT5A_2__IGF1R_3	352	334	421	450
WNT5A_2__IGF1R_4	52	52	50	73
WNT5A_2__MAPK13_1	385	355	575	645
WNT5A_2__MAPK13_2	107	137	199	213
WNT5A_2__MAPK13_3	211	212	319	372
WNT5A_2__MAPK13_4	102	119	134	172
WNT5A_2__TRIB2_1	106	101	152	201
WNT5A_2__TRIB2_2	83	88	144	153
WNT5A_2__TRIB2_3	179	168	320	435
WNT5A_2__TRIB2_4	114	136	231	265
WNT5A_2__ULK1_1	63	60	81	104
WNT5A_2__ULK1_2	100	103	142	161
WNT5A_2__ULK1_3	66	68	100	126
WNT5A_2__ULK1_4	174	145	240	308
WNT5A_2__WNT5A_1	179	177	249	315
WNT5A_2__WNT5A_2	165	156	296	365
WNT5A_2__WNT5A_3	118	139	198	248
WNT5A_2__WNT5A_4	129	118	268	317
WNT5A_3__0Safe_safe_ACOC_204550.4522	49	50	88	89
WNT5A_3__0Safe_safe_ACOC_204550.4525	153	149	197	232
WNT5A_3__0Safe_safe_ACOC_204550.4590	189	196	272	346
WNT5A_3__0Safe_safe_GE_204550.1561	101	100	134	161
WNT5A_3__0Safe_safe_GE_204550.1743	70	64	116	130
WNT5A_3__0Safe_safe_GE_204550.1816	53	54	84	100
WNT5A_3__0Safe_safe_MP_204550.1197	53	57	92	104
WNT5A_3__0Safe_safe_MP_204550.1296	33	33	46	70
WNT5A_3__0Safe_safe_MP_204550.1323	179	143	250	337
WNT5A_3__0Safe_safe_U3_204550.6027	51	47	59	54
WNT5A_3__CDK2_1	189	184	159	208
WNT5A_3__CDK2_2	122	111	146	153
WNT5A_3__CDK2_3	119	146	166	202
WNT5A_3__CDK2_4	249	249	320	360
WNT5A_3__CTNNB1_1	103	73	130	171
WNT5A_3__CTNNB1_2	63	89	117	170
WNT5A_3__CTNNB1_3	110	85	164	217
WNT5A_3__CTNNB1_4	145	128	221	269
WNT5A_3__ETF1_1	96	96	52	81
WNT5A_3__ETF1_2	149	150	118	126
WNT5A_3__ETF1_3	40	41	67	77
WNT5A_3__ETF1_4	103	101	160	196
WNT5A_3__EZH2_1	91	101	154	184
WNT5A_3__EZH2_2	140	139	238	231
WNT5A_3__EZH2_3	143	182	265	282
WNT5A_3__EZH2_4	97	98	161	196
WNT5A_3__HSP90B1_1	165	180	223	275
WNT5A_3__HSP90B1_2	148	171	188	230
WNT5A_3__HSP90B1_3	86	91	131	151
WNT5A_3__HSP90B1_4	53	49	86	94
WNT5A_3__IGF1R_1	123	151	133	149
WNT5A_3__IGF1R_2	116	132	223	258
WNT5A_3__IGF1R_3	399	392	459	566
WNT5A_3__IGF1R_4	62	71	55	72
WNT5A_3__MAPK13_1	419	424	601	749
WNT5A_3__MAPK13_2	135	138	175	245
WNT5A_3__MAPK13_3	228	222	330	403
WNT5A_3__MAPK13_4	83	96	130	170
WNT5A_3__TRIB2_1	103	130	181	217
WNT5A_3__TRIB2_2	95	100	140	176
WNT5A_3__TRIB2_3	223	228	335	414
WNT5A_3__TRIB2_4	123	122	191	234
WNT5A_3__ULK1_1	75	80	111	120
WNT5A_3__ULK1_2	99	141	157	177
WNT5A_3__ULK1_3	82	80	103	129
WNT5A_3__ULK1_4	156	176	254	336
WNT5A_3__WNT5A_1	180	198	247	325
WNT5A_3__WNT5A_2	170	177	286	371
WNT5A_3__WNT5A_3	138	105	205	241
WNT5A_3__WNT5A_4	137	155	262	321
WNT5A_4__0Safe_safe_ACOC_204550.4522	83	69	133	160
WNT5A_4__0Safe_safe_ACOC_204550.4525	201	217	334	369
WNT5A_4__0Safe_safe_ACOC_204550.4590	310	336	548	648
WNT5A_4__0Safe_safe_GE_204550.1561	152	157	204	264
WNT5A_4__0Safe_safe_GE_204550.1743	138	130	191	236
WNT5A_4__0Safe_safe_GE_204550.1816	62	58	129	135
WNT5A_4__0Safe_safe_MP_204550.1197	87	78	197	234
WNT5A_4__0Safe_safe_MP_204550.1296	69	71	112	136
WNT5A_4__0Safe_safe_MP_204550.1323	258	275	480	480
WNT5A_4__0Safe_safe_U3_204550.6027	53	40	99	94
WNT5A_4__CDK2_1	289	268	279	312
WNT5A_4__CDK2_2	195	182	265	290
WNT5A_4__CDK2_3	207	194	276	359
WNT5A_4__CDK2_4	445	431	555	684
WNT5A_4__CTNNB1_1	136	136	244	280
WNT5A_4__CTNNB1_2	122	135	210	278
WNT5A_4__CTNNB1_3	101	154	219	317
WNT5A_4__CTNNB1_4	226	218	354	443
WNT5A_4__ETF1_1	166	157	101	108
WNT5A_4__ETF1_2	245	234	185	248
WNT5A_4__ETF1_3	61	59	105	135
WNT5A_4__ETF1_4	148	166	267	313
WNT5A_4__EZH2_1	134	141	243	265
WNT5A_4__EZH2_2	224	225	352	427
WNT5A_4__EZH2_3	275	275	448	527
WNT5A_4__EZH2_4	146	153	260	377
WNT5A_4__HSP90B1_1	263	259	346	412
WNT5A_4__HSP90B1_2	279	311	349	402
WNT5A_4__HSP90B1_3	114	127	194	226
WNT5A_4__HSP90B1_4	69	65	98	134
WNT5A_4__IGF1R_1	208	179	238	244
WNT5A_4__IGF1R_2	177	214	311	387
WNT5A_4__IGF1R_3	596	604	690	861
WNT5A_4__IGF1R_4	86	111	95	119
WNT5A_4__MAPK13_1	638	664	1039	1221
WNT5A_4__MAPK13_2	204	212	287	386
WNT5A_4__MAPK13_3	352	349	543	680
WNT5A_4__MAPK13_4	163	154	237	278
WNT5A_4__TRIB2_1	172	200	301	346
WNT5A_4__TRIB2_2	131	155	246	299
WNT5A_4__TRIB2_3	317	302	562	688
WNT5A_4__TRIB2_4	180	197	346	422
WNT5A_4__ULK1_1	101	92	147	180
WNT5A_4__ULK1_2	173	176	222	335
WNT5A_4__ULK1_3	138	154	193	238
WNT5A_4__ULK1_4	291	314	483	553
WNT5A_4__WNT5A_1	338	281	454	563
WNT5A_4__WNT5A_2	287	307	447	596
WNT5A_4__WNT5A_3	200	197	332	415
WNT5A_4__WNT5A_4	197	203	327	491
